Filename,Regions,Missed,Regions,Cover,Functions,Missed,Functions,Executed,Lines,Missed,Lines,Cover,Branches,Missed,Branches,Cover
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_mul.c,317,120,62.15%,8,2,75.00%,482,186,61.41%,242,118,51.24%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_prime.c,369,98,73.44%,7,0,100.00%,267,72,73.03%,230,98,57.39%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_print.c,241,110,54.36%,7,3,57.14%,244,118,51.64%,144,77,46.53%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_rand.c,163,44,73.01%,10,2,80.00%,165,44,73.33%,86,26,69.77%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_recp.c,109,26,76.15%,7,0,100.00%,131,27,79.39%,60,22,63.33%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_shift.c,98,13,86.73%,6,0,100.00%,153,14,90.85%,38,8,78.95%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_sqr.c,80,13,83.75%,4,0,100.00%,139,22,84.17%,48,13,72.92%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_sqrt.c,236,86,63.56%,1,0,100.00%,209,84,59.81%,158,75,52.53%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/bn_word.c,119,22,81.51%,5,0,100.00%,140,34,75.71%,68,24,64.71%
home/leone/Documents/linux-sgx/SGX_APP/intel-sgx-ssl/openssl_source/openssl/crypto/bn/rsaz_exp.c,17,7,58.82%,2,1,50.00%,157,117,25.48%,8,4,50.00%
