Filename,Regions,Missed,Regions,Cover,Functions,Missed,Functions,Executed,Lines,Missed,Lines,Cover,Branches,Missed,Branches,Cover
sdk/tlibcrypto/ipp/init_tcrypto_lib.cpp,1,1,0.00%,1,1,0.00%,4,4,0.00%,0,0,-
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00074.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00075.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00079.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00080.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00081.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00082.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00090.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00091.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00092.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00093.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00182.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
sdk/tlibcrypto/ipp/ipp_disp/ippcpsgx_disp00190.c,12,7,41.67%,1,0,100.00%,11,4,63.64%,4,3,25.00%
